1468566.846,
615053.472,
615053.472,
615053.472,
615053.472,
615053.472,
615053.472,
615053.472,
615053.472,
1287685.35,
615053.472,
225858.6628,
225858.6628,
225858.6628,
225858.6628,
225858.6628,
225858.6628,
225858.6628,
225858.6628,
225858.6628,
270665.5212,
225858.6628,
225858.6628,
225858.6628,
225858.6628,
270665.5212,
675947.226,
225858.6628,
225858.6628,
270665.5212,
225858.6628,
225858.6628,
225858.6628,
225858.6628,
225858.6628,
225858.6628,
225858.6628,
82236.85959,
82236.85959,
82236.85959,
6157.088922,
6157.088922,
6157.088922,
6157.088922,
94112.63847,
82236.85959,
6157.088922,
6157.088922,
6157.088922,
6157.088922,
6157.088922,
6157.088922,
6157.088922,
6157.088922,
6157.088922,
6157.088922,
6157.088922,
6157.088922,
3657.792071,
5080.12523,
5157.649822,
3657.792071,
2650.612294,
2650.612294,
2650.612294,
2650.612294,
2650.612294,
3657.792071,
2650.612294,
2650.612294,
2650.612294,
3215.866464,
2650.612294,
2650.612294,
3657.792071,
2650.612294,
2650.612294,
2650.612294,
2650.612294,
843.398889,
843.398889,
843.398889,
843.398889,
843.398889,
2495.248188,
843.398889,
843.398889,
1303.16054,
843.398889,
843.398889,
843.398889,
843.398889,
915.272162,
1168.758056,
1168.758056,
843.398889,
843.398889,
843.398889,
843.398889,
843.398889,
1303.16054,
843.398889,
843.398889,
843.398889,
843.398889,
446.392065,
843.398889,
446.392065,
697.136314,
446.392065,
446.392065,
560.729643,
446.392065,
446.392065,
738.700922,
172.52926,
697.136314,
265.551147,
172.52926,
172.52926,
172.52926,
172.52926,
172.52926,
172.52926,
90.278491,
91.578219,
90.278491,
90.278491,
90.278491,
90.278491,
267.76602,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
