1468566.846,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,1000
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
265.551147,
